DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
201908677;04/12/2020 12:00:00 AM;1745;19;Mission    ;ROSCOE                                  ;M
201908590;04/08/2020 12:00:00 AM;1600;19;Mission    ;8300    VAN NUYS                     BL ;M
201911186;06/20/2020 12:00:00 AM;1;19;Mission    ;TUPPER                       ST         ;
201909235;04/27/2020 12:00:00 AM;800;19;Mission    ;13400    SUNBURST                     ST;M
201906560;02/22/2020 12:00:00 AM;1900;19;Mission    ;9900    WISNER                       AV ;M
201915491;10/10/2020 12:00:00 AM;1800;19;Mission    ;LANGDON                                 ;
201912105;07/13/2020 12:00:00 AM;1130;19;Mission    ;13600    SUNBURST                     ST;F
201913258;08/13/2020 12:00:00 AM;1655;19;Mission    ;14600    RAYEN                        ST;M
201904304;01/06/2020 12:00:00 AM;1700;19;Mission    ;9100    NAGLE                        AV ;F
201905850;02/08/2020 12:00:00 AM;1919;19;Mission    ;9000    SEPULVEDA                    BL ;M
201916603;11/06/2020 12:00:00 AM;1700;19;Mission    ;14600    OAK                          RD;
201916610;11/06/2020 12:00:00 AM;1205;19;Mission    ;10900 N  SEPULVEDA                    BL;M
201908622;04/10/2020 12:00:00 AM;240;19;Mission    ;7800    NELSON                       RD ;M
201917566;11/30/2020 12:00:00 AM;1400;19;Mission    ;9800 N  SEPULVEDA                    BL ;M
201907469;03/11/2020 12:00:00 AM;1900;19;Mission    ;13200    BROMONT                      AV;
201917707;12/05/2020 12:00:00 AM;630;19;Mission    ;14600    PLUMMER                      ST;
201912468;07/23/2020 12:00:00 AM;1800;19;Mission    ;12100    SAN FERNANDO                 RD;M
201912749;07/30/2020 12:00:00 AM;1715;19;Mission    ;14900    DRELL                        ST;F
201915410;10/08/2020 12:00:00 AM;205;19;Mission    ;13700    FOOTHILL                     BL;M
201909283;04/17/2020 12:00:00 AM;940;19;Mission    ;14700    POLK                         ST;F
201917657;12/03/2020 12:00:00 AM;2030;19;Mission    ;BURTON                       ST         ;
211904698;01/13/2021 12:00:00 AM;845;19;Mission    ;13700    ROSCOE                       BL;F
201913990;08/31/2020 12:00:00 AM;1930;19;Mission    ;RANCHITO                                ;M
201910409;05/30/2020 12:00:00 AM;1600;19;Mission    ;15100    PARTHENIA                    ST;
201916476;11/02/2020 12:00:00 AM;1800;19;Mission    ;16200    FILBERT                      ST;M
201908272;03/31/2020 12:00:00 AM;1800;19;Mission    ;SEPULVEDA                               ;M
201909341;05/01/2020 12:00:00 AM;2115;19;Mission    ;13500    SUNBURST                     ST;M
201916501;11/03/2020 12:00:00 AM;445;19;Mission    ;9200    CEDROS                       AV ;F
201908887;04/19/2020 12:00:00 AM;1750;19;Mission    ;10000    BURNET                       AV;M
201909267;04/29/2020 12:00:00 AM;800;19;Mission    ;8200    VENTURA CANYON               AV ;F
201914922;09/25/2020 12:00:00 AM;1900;19;Mission    ;14600    PARTHENIA                    ST;F
201916900;11/14/2020 12:00:00 AM;1605;19;Mission    ;7800    VAN NUYS                     BL ;M
201912068;07/12/2020 12:00:00 AM;1700;19;Mission    ;13100    PHILLIPPI                    AV;F
201918313;12/22/2020 12:00:00 AM;2040;19;Mission    ;9900 N  SEPULVEDA                    BL ;
201911697;07/03/2020 12:00:00 AM;1000;19;Mission    ;15200    RAYEN                        ST;
201912997;08/06/2020 12:00:00 AM;1645;19;Mission    ;8900    TOBIAS                       AV ;F
201909068;04/24/2020 12:00:00 AM;730;19;Mission    ;13900    AZTEC                        ST;F
201916951;11/16/2020 12:00:00 AM;1920;19;Mission    ;BLYTHE                                  ;M
201908948;04/21/2020 12:00:00 AM;1600;19;Mission    ;8600    WILLIS                       AV ;
201913415;08/18/2020 12:00:00 AM;2315;19;Mission    ;CHATSWORTH                   ST         ;M
201916017;10/23/2020 12:00:00 AM;145;19;Mission    ;11000    NOBLE                        AV;M
201900981;12/23/2020 12:00:00 AM;1900;19;Mission    ;SANDUSKY                     AV         ;M
201908014;03/24/2020 12:00:00 AM;50;19;Mission    ;00    CORONADO                     WY   ;M
201910661;06/07/2020 12:00:00 AM;2230;19;Mission    ;15100    SAN FERNANDO                 BL;F
201913100;08/09/2020 12:00:00 AM;1151;19;Mission    ;13800    WINGO                        ST;M
201905153;01/27/2020 12:00:00 AM;900;19;Mission    ;VAN NUYS                     BL         ;
201905248;01/28/2020 12:00:00 AM;1230;19;Mission    ;11200    TELFAIR                      AV;F
201913846;08/27/2020 12:00:00 AM;522;19;Mission    ;7700    WOODMAN                      AV ;M
201909332;05/01/2020 12:00:00 AM;1430;19;Mission    ;13500    BRANFORD                     ST;M
201905939;02/11/2020 12:00:00 AM;1830;19;Mission    ;10100 N  SEPULVEDA                    BL;
201904487;01/11/2020 12:00:00 AM;1130;19;Mission    ;RAYEN                        AV         ;F
201904630;01/14/2020 12:00:00 AM;545;19;Mission    ;13200    BROMONT                      AV;M
201905129;01/26/2020 12:00:00 AM;1900;19;Mission    ;9100    SEPULVEDA                    BL ;M
201916033;10/24/2020 12:00:00 AM;408;19;Mission    ;9400 N  SEPULVEDA                    BL ;
201905542;02/03/2020 12:00:00 AM;1730;19;Mission    ;13300    BRANFORD                     ST;M
201913199;08/11/2020 12:00:00 AM;1600;19;Mission    ;15500    SEPTO                        ST;M
201908819;04/16/2020 12:00:00 AM;1855;19;Mission    ;8400    VAN NUYS                     BL ;F
201912283;07/18/2020 12:00:00 AM;2200;19;Mission    ;12700    GLENOAKS                     BL;M
201900907;10/09/2020 12:00:00 AM;2030;19;Mission    ;8400    ZEILER                       AV ;F
201906689;02/24/2020 12:00:00 AM;1230;19;Mission    ;8000    LANGDON                      AV ;F
201908369;04/02/2020 12:00:00 AM;1900;19;Mission    ;VAN NUYS                     BL         ;M
201910837;06/11/2020 12:00:00 AM;2130;19;Mission    ;8100    KESTER                       AV ;F
201910455;06/01/2020 12:00:00 AM;600;19;Mission    ;13700    GLENOAKS                     BL;M
201905544;02/03/2020 12:00:00 AM;2000;19;Mission    ;13100    MIRA MAR                     DR;F
201916802;11/12/2020 12:00:00 AM;2230;19;Mission    ;SEPULVEDA                               ;M
201909930;05/17/2020 12:00:00 AM;1900;19;Mission    ;12300    SAN FERNANDO                 RD;M
211908742;05/15/2021 12:00:00 AM;1200;19;Mission    ;13500    RELIANCE                     ST;F
201911921;07/09/2020 12:00:00 AM;2300;19;Mission    ;8000 N  SEPULVEDA                    BL ;
201900730;04/08/2020 12:00:00 AM;1300;19;Mission    ;14000    FOOTHILL                     BL;F
201910414;05/30/2020 12:00:00 AM;1520;19;Mission    ;14500    ARMINTA                      ST;X
201907960;03/23/2020 12:00:00 AM;1700;19;Mission    ;10300    LANGDON                      AV;F
201908064;03/25/2020 12:00:00 AM;1900;19;Mission    ;13600    OSBORNE                      ST;
201904494;01/12/2020 12:00:00 AM;1800;19;Mission    ;8800 N  SEPULVEDA                    BL ;M
201905482;02/03/2020 12:00:00 AM;1200;19;Mission    ;16300    FILBERT                      ST;
211909393;06/03/2021 12:00:00 AM;1200;19;Mission    ;9900    GULLO                        AV ;M
201905816;02/06/2020 12:00:00 AM;1650;19;Mission    ;7800    VAN NUYS                     BL ;F
201915679;10/12/2020 12:00:00 AM;2350;19;Mission    ;8900    BURNET                       AV ;F
201911079;06/17/2020 12:00:00 AM;1915;19;Mission    ;8200    VAN NUYS                     BL ;F
201910917;06/14/2020 12:00:00 AM;1900;19;Mission    ;13200    FENTON                       AV;
201916919;11/15/2020 12:00:00 AM;2030;19;Mission    ;SYLMAR                                  ;M
211907795;04/20/2021 12:00:00 AM;1200;19;Mission    ;9200    WILLIS                       AV ;F
201918347;12/22/2020 12:00:00 AM;323;19;Mission    ;13500    OSBORNE                      ST;M
201913797;08/26/2020 12:00:00 AM;2300;19;Mission    ;13700    HUBBARD                      ST;
201904673;01/15/2020 12:00:00 AM;1100;19;Mission    ;13100    MUSCATINE                    ST;
201916344;10/29/2020 12:00:00 AM;1100;19;Mission    ;13800    FOOTHILL                     BL;
201918501;12/28/2020 12:00:00 AM;2130;19;Mission    ;9200 N  SEPULVEDA                    BL ;M
201905976;02/09/2020 12:00:00 AM;1600;19;Mission    ;8400    VAN NUYS                     BL ;M
201909557;05/07/2020 12:00:00 AM;1445;19;Mission    ;8900    MERCEDES                     AV ;M
201905078;01/26/2020 12:00:00 AM;1;19;Mission    ;13800    RAYEN                        ST;M
201917418;11/27/2020 12:00:00 AM;1800;19;Mission    ;LANARK                       ST         ;
201908382;04/03/2020 12:00:00 AM;1552;19;Mission    ;14500    POLK                         ST;M
201918259;12/19/2020 12:00:00 AM;1530;19;Mission    ;14500    PADDOCK                      ST;F
201914335;09/09/2020 12:00:00 AM;2200;19;Mission    ;15200    RYAN                         ST;
201900963;12/13/2020 12:00:00 AM;1445;19;Mission    ;7800    VAN NUYS                     BL ;M
201913065;08/08/2020 12:00:00 AM;1620;19;Mission    ;OSBORNE                      ST         ;M
201910546;06/04/2020 12:00:00 AM;800;19;Mission    ;8700    WOODMAN                      AV ;M
201906461;02/19/2020 12:00:00 AM;545;19;Mission    ;12800    FOOTHILL                     BL;M
201904595;01/13/2020 12:00:00 AM;1840;19;Mission    ;10200 N  SEPULVEDA                    BL;X
201911187;06/19/2020 12:00:00 AM;1500;19;Mission    ;8600 N  SEPULVEDA                    BL ;F
201905731;02/07/2020 12:00:00 AM;730;19;Mission    ;ARMINTA                                 ;M
201904888;01/21/2020 12:00:00 AM;1655;19;Mission    ;15000    LA VALLE                     ST;M
201912548;07/27/2020 12:00:00 AM;2015;19;Mission    ;9900 N  SEPULVEDA                    BL ;M
201918123;12/16/2020 12:00:00 AM;1100;19;Mission    ;14000    ASTORIA                      ST;
201917670;12/04/2020 12:00:00 AM;1900;19;Mission    ;9200    VAN NUYS                     BL ;
201905543;02/03/2020 12:00:00 AM;500;19;Mission    ;14800    AZTEC                        ST;F
201907688;03/16/2020 12:00:00 AM;1830;19;Mission    ;ROSCOE                       BL         ;
201910495;06/02/2020 12:00:00 AM;1800;19;Mission    ;VAN NUYS                     BL         ;
201904053;01/01/2020 12:00:00 AM;1600;19;Mission    ;8300    VAN NUYS                     BL ;X
201909507;05/07/2020 12:00:00 AM;623;19;Mission    ;8200 N  SEPULVEDA                    BL ;
201918573;12/30/2020 12:00:00 AM;1630;19;Mission    ;12600    RALSTON                      AV;F
201905341;01/30/2020 12:00:00 AM;1715;19;Mission    ;13800    FOOTHILL                     BL;X
201918554;12/29/2020 12:00:00 AM;1300;19;Mission    ;8100    ORION                        AV ;M
201912053;07/13/2020 12:00:00 AM;2000;19;Mission    ;9300    SYLMAR                       AV ;F
201907000;02/29/2020 12:00:00 AM;730;19;Mission    ;8500    MINUET                       PL ;F
211907817;04/20/2021 12:00:00 AM;2300;19;Mission    ;9900    NOBLE                        AV ;
201913209;08/12/2020 12:00:00 AM;630;19;Mission    ;HERRON                       ST         ;
201914349;09/09/2020 12:00:00 AM;2245;19;Mission    ;8500    MINUET                       PL ;F
201906163;02/14/2020 12:00:00 AM;2100;19;Mission    ;14300    BERG                         ST;
201900991;12/26/2020 12:00:00 AM;108;19;Mission    ;14600    PARTHENIA                    ST;M
201906297;02/17/2020 12:00:00 AM;1200;19;Mission    ;VAN NUYS                     BL         ;
201914613;09/15/2020 12:00:00 AM;1400;19;Mission    ;12900    CROWLEY                      ST;F
201917667;12/03/2020 12:00:00 AM;1400;19;Mission    ;8100    LANGDON                      AV ;F
201918426;12/09/2020 12:00:00 AM;1345;19;Mission    ;8700    ORION                        AV ;F
201910051;05/20/2020 12:00:00 AM;1905;19;Mission    ;9200    WAKEFIELD                    AV ;F
201911392;06/25/2020 12:00:00 AM;1110;19;Mission    ;9700    WILLIS                       AV ;M
201906546;02/21/2020 12:00:00 AM;1855;19;Mission    ;13600    GLENOAKS                     BL;M
201914125;09/03/2020 12:00:00 AM;1200;19;Mission    ;9700    WOODMAN                      AV ;M
201916707;11/08/2020 12:00:00 AM;155;19;Mission    ;15200    BRAND                        BL;F
201900708;04/01/2020 12:00:00 AM;1300;19;Mission    ;13600    MONTAGUE                     ST;F
201907026;03/01/2020 12:00:00 AM;2020;19;Mission    ;ORION                        AV         ;M
201907054;03/01/2020 12:00:00 AM;1145;19;Mission    ;10600 N  SEPULVEDA                    BL;F
201907061;03/02/2020 12:00:00 AM;1145;19;Mission    ;8900    COLUMBUS                     AV ;F
201900654;03/07/2020 12:00:00 AM;2100;19;Mission    ;15500    ROSCOE                       BL;
201911542;06/27/2020 12:00:00 AM;1830;19;Mission    ;ARMINTA                      AV         ;M
201905773;02/07/2020 12:00:00 AM;1800;19;Mission    ;13800    FOOTHILL                     BL;M
201915869;10/18/2020 12:00:00 AM;2200;19;Mission    ;9000    TOBIAS                       AV ;M
201906721;02/24/2020 12:00:00 AM;1845;19;Mission    ;KESTER                                  ;M
201911190;06/20/2020 12:00:00 AM;1600;19;Mission    ;12800    FOOTHILL                     BL;F
201911105;06/18/2020 12:00:00 AM;330;19;Mission    ;14000    ASTORIA                      ST;M
201906720;02/24/2020 12:00:00 AM;2140;19;Mission    ;8500    MINUET                       PL ;M
211917141;12/20/2021 12:00:00 AM;1200;19;Mission    ;9800    SHARP                        AV ;F
201918423;12/24/2020 12:00:00 AM;2230;19;Mission    ;14400    KINGSBURY                    ST;M
201908061;03/25/2020 12:00:00 AM;1400;19;Mission    ;8600    WILLIS                       AV ;F
201914925;09/24/2020 12:00:00 AM;2300;19;Mission    ;SIMSHAW                                 ;M
201908789;04/16/2020 12:00:00 AM;1959;19;Mission    ;13100    SAYRE                        ST;F
201910784;06/03/2020 12:00:00 AM;1100;19;Mission    ;8500    TOBIAS                       AV ;M
201908644;04/12/2020 12:00:00 AM;900;19;Mission    ;14700    REX                          ST;M
201908938;04/19/2020 12:00:00 AM;1640;19;Mission    ;9100    SEPULVEDA                    BL ;F
201916890;11/13/2020 12:00:00 AM;1505;19;Mission    ;8100    VAN NUYS                     BL ;M
201910059;05/21/2020 12:00:00 AM;1805;19;Mission    ;14600    COBALT                       ST;F
201916263;10/28/2020 12:00:00 AM;1230;19;Mission    ;8100    MURIETTA                     AV ;
201917781;12/07/2020 12:00:00 AM;1345;19;Mission    ;13300    ELSIE                        LN;
201915721;10/15/2020 12:00:00 AM;1800;19;Mission    ;14400    PINNEY                       ST;
201913445;08/18/2020 12:00:00 AM;1200;19;Mission    ;ROSCOE                       BL         ;
201904698;01/16/2020 12:00:00 AM;1150;19;Mission    ;12400    SAN FERNANDO                 RD;F
201913390;08/17/2020 12:00:00 AM;620;19;Mission    ;8900    ORION                        AV ;M
201909766;05/13/2020 12:00:00 AM;2035;19;Mission    ;10200 N  SEPULVEDA                    BL;F
211904151;12/30/2020 12:00:00 AM;600;19;Mission    ;16300    FILBERT                      ST;F
201909094;04/25/2020 12:00:00 AM;1400;19;Mission    ;15200    CHASE                        ST;M
201900849;08/05/2020 12:00:00 AM;1;19;Mission    ;15000    CHATSWORTH                   ST;M
201917359;11/26/2020 12:00:00 AM;200;19;Mission    ;8700    LANGDON                      AV ;M
201908112;03/26/2020 12:00:00 AM;200;19;Mission    ;NORDHOFF                     ST         ;
201911627;07/01/2020 12:00:00 AM;1135;19;Mission    ;8700    VAN NUYS                     BL ;F
201916404;10/31/2020 12:00:00 AM;1530;19;Mission    ;14100    TERRA BELLA                  ST;M
201907790;03/15/2020 12:00:00 AM;1;19;Mission    ;8500    TOBIAS                       AV ;M
201914831;09/21/2020 12:00:00 AM;600;19;Mission    ;14500    BLYTHE                       ST;F
201916467;11/03/2020 12:00:00 AM;1800;19;Mission    ;NORDHOFF                                ;F
201914972;09/27/2020 12:00:00 AM;450;19;Mission    ;7800    WOODMAN                      AV ;F
201913591;08/21/2020 12:00:00 AM;1515;19;Mission    ;BRAND                        BL         ;F
